AVL,US,North Carolina
AVN,FR,Provence-Alpes-Cote d'Azur
AVO,US,Florida
AVP,US,Pennsylvania
AVR,PT,Lisbon
AVU,SB,
AVV,AU,Victoria
AVW,US,Arizona
AVX,US,
AWA,ET,"Southern Nations, Nationalities, and People's Region"
AWB,PG,Western Province
AWD,VU,
AWE,GA,
AWK,UM,
AWM,US,Arkansas
AWN,AU,
AWP,AU,
AWR,PG,
AWZ,IR,Khuzestan
AXA,AI,
AXB,US,New York
AXC,AU,
AXD,GR,East Macedonia and Thrace
AXE,BR,Santa Catarina
AXF,CN,Inner Mongolia
AXG,US,Iowa
AXJ,JP,Kumamoto
AXK,YE,
AXL,AU,
AXM,CO,Quindio
AXN,US,Minnesota
AXO,ID,
AXP,BS,Acklins
AXR,PF,
AXS,US,
AXT,JP,Akita
AXU,ET,Tigray
AXV,US,Ohio
AXX,US,New Mexico
AYA,CO,Cordoba
AYC,CO,Cesar
AYD,AU,
AYE,US,Massachusetts
AYG,CO,
AYI,CO,
AYJ,IN,Uttar Pradesh
AYK,KZ,Qostanay
AYL,AU,
AYM,AE,
AYN,CN,Henan Sheng
AYO,PY,Misiones
AYP,PE,Ayacucho
AYQ,AU,
AYR,AU,Queensland
AYS,US,Georgia
AYT,TR,Antalya
AYU,PG,
AYW,ID,West Papua
AYX,PE,Junin
AYY,LK,
AYZ,US,New York
AZA,US,Arizona
AZB,PG,
AZD,IR,Yazd
AZG,MX,Michoacan
AZH,IN,Uttar Pradesh
AZI,AE,
AZJ,CN,Jiangsu
AZL,BR,
AZN,UZ,Andijon
AZO,US,Michigan
AZP,MX,Mexico City
AZR,DZ,Adrar
AZS,DO,Samana
AZT,CO,Santander
AZZ,AO,Zaire
BAA,PG,
BAB,US,California
BAC,CO,Meta
BAD,US,Louisiana
BAE,FR,Provence-Alpes-Cote d'Azur
BAF,US,Massachusetts
BAG,PH,Cordillera
BAH,BH,Muharraq
BAI,CR,Puntarenas
BAJ,PG,
BAL,TR,Batman
BAM,US,Nevada
BAN,CD,
BAO,TH,
BAP,PG,
BAQ,CO,Atlantico
BAR,US,
BAS,SB,
BAT,BR,Sao Paulo
BAU,BR,Sao Paulo
BAV,CN,Inner Mongolia
BAW,GA,
BAX,RU,Altai Krai
BAY,RO,Maramures
BAZ,BR,Amazonas
BBA,CL,
BBB,US,Minnesota
BBC,US,Texas
BBD,US,Texas
BBF,US,Massachusetts
BBG,KI,
BBH,DE,
BBI,IN,Odisha
BBJ,DE,Rheinland-Pfalz
BBK,BW,North West
BBL,AU,
BBM,KH,Battambang
BBN,MY,
BBO,SO,Woqooyi Galbeed
BBP,GB,
BBQ,AG,Barbuda
BBR,GP,Guadeloupe
BBS,GB,England
BBT,CF,Mambere-Kadei
BBU,RO,
BBV,CI,
BBW,US,Nebraska
BBX,US,Pennsylvania
BBY,CF,Ouaka
BBZ,ZM,
BCA,CU,Guantanamo
BCB,US,Virginia
BCC,US,Montana
BCD,PH,Western Visayas
BCE,US,
BCF,CF,Ouham
BCG,GY,
BCH,TL,Baucau
BCI,AU,
BCJ,US,Colorado
BCK,AU,Queensland
BCL,CR,Limon
BCM,RO,Bacau
BCN,ES,Catalonia
BCO,ET,
BCP,PG,
BCQ,LY,Sha`biyat Wadi ash Shati'
BCR,BR,Amazonas
BCS,US,
BCT,US,Florida
BCU,NG,Bauchi
BCV,BZ,
BCW,MZ,
BCX,RU,Bashkortostan
BCY,ET,"Southern Nations, Nationalities, and People's Region"
BCZ,AU,
BDA,BM,
BDB,AU,Queensland
BDC,BR,Maranhao
BDD,AU,
BDE,US,
BDF,US,Illinois
BDG,US,Utah
BDH,IR,Hormozgan
BDI,SC,Bel Ombre
BDJ,ID,South Kalimantan
BDK,CI,Zanzan
BDL,US,Connecticut
BDM,TR,Balikesir
BDN,PK,Sindh
BDO,ID,West Java
BDP,NP,Eastern Region
BDQ,IN,Gujarat
BDR,US,
BDS,IT,Apulia
BDT,CD,Mbomou
BDU,NO,Troms
BDV,CD,Katavi
BDW,AU,
BDX,US,Montana
BDY,US,Oregon
BDZ,PG,
BEA,PG,
BEB,GB,Scotland
BEC,US,
BED,US,Massachusetts
BEE,AU,
BEF,NI,Atlantico Sur
BEG,RS,Central Serbia
BEH,US,Michigan
BEI,ET,Binshangul Gumuz
BEJ,ID,
BEK,IN,Uttar Pradesh
BEL,BR,Para
BEM,MA,Tadla-Azilal
BEN,LY,Banghazi
BEO,AU,New South Wales
BEP,IN,Karnataka
BEQ,GB,England
BER,DE,
BES,FR,Brittany
BET,US,
BEU,AU,
BEV,IL,Southern District
BEW,MZ,
BEX,GB,England
BEY,LB,Mont-Liban
BEZ,KI,
BFA,PY,
BFB,US,
BFC,AU,
BFD,US,Pennsylvania
BFE,DE,North Rhine-Westphalia
BFF,US,Nebraska
BFG,US,
BFH,BR,Parana
BFI,US,Washington
BFJ,CN,Guizhou Sheng
BFK,US,Colorado
BFL,US,California
BFM,US,
BFN,ZA,Orange Free State
BFO,ZW,
BFP,US,Pennsylvania
BFQ,PA,
BFR,US,Indiana
BFS,GB,Northern Ireland
BFT,US,South Carolina
BFU,CN,Anhui Sheng
BFV,TH,Buriram
BFW,DZ,Sidi Bel Abbes
BFX,CM,West
BGA,CO,Santander
BGB,GA,
BGC,PT,Braganca
BGD,US,Texas
BGE,US,Georgia
BGF,CF,Bangui
BGG,TR,
BGH,MR,Saint-Louis
BGI,BB,
BGJ,IS,
BGK,BZ,
BGL,NP,Western Region
BGM,US,New York
BGN,RU,Sakha
BGO,NO,Hordaland
BGP,GA,
BGQ,US,Alaska
BGR,US,Maine
BGS,US,
BGT,US,Arizona
BGU,CF,
BGV,BR,Rio Grande do Sul
BGW,IQ,Mayorality of Baghdad
BGX,BR,Rio Grande do Sul
BGY,IT,Lombardy
BGZ,PT,Braga
BHA,EC,Manabi
BHB,US,Maine
BHC,PK,Punjab
BHD,GB,Northern Ireland
BHE,NZ,Marlborough
BHF,CO,
BHG,HN,Gracias a Dios
BHH,SA,Mintaqat `Asir
BHI,AR,Buenos Aires
BHJ,IN,Gujarat
BHK,UZ,Bukhara
BHL,MX,
BHM,US,Alabama
BHN,YE,Shabwah
BHO,IN,Madhya Pradesh
BHP,NP,
BHQ,AU,
BHR,NP,
BHS,AU,New South Wales
BHT,AU,
BHU,IN,Gujarat
BHV,PK,Punjab
BHW,PK,
BHX,GB,England
BHY,CN,
BIA,FR,Corsica
BIB,SO,Bay
BIC,FR,
BID,US,Rhode Island
BIE,US,Nebraska
BIF,US,Texas
BIG,US,
BIH,US,California
BII,MH,
BIJ,PG,
BIK,ID,Papua
BIL,US,Montana
BIM,BS,
BIN,AF,Bamian
BIO,ES,Basque Country
BIP,AU,
BIQ,FR,Aquitaine
BIR,NP,Bihar
BIS,US,North Dakota
BIT,NP,Far Western
BIU,IS,
BIV,CF,Haute-Kotto
BIW,AU,
BIX,US,Mississippi
BIY,ZA,Eastern Cape
BIZ,PG,
BJA,DZ,Bejaia
BJB,IR,Khorasan-e Shomali
BJC,US,Colorado
BJD,IS,
BJE,SD,Southern Kordofan
BJF,NO,Finnmark Fylke
BJG,ID,
BJH,NP,
BJI,US,Minnesota
BJJ,US,Ohio
BJK,ID,
BJL,GM,Western
BJM,BI,Bujumbura Mairie
BJN,MZ,
BJO,BO,Salta
BJP,BR,Sao Paulo
BJQ,OM,
BJR,ET,Amhara
BJT,LK,Western
BJU,NP,
BJV,TR,Mugla
BJW,ID,East Nusa Tenggara
BJX,MX,Guanajuato
BJY,RS,
BJZ,ES,Extremadura
BKA,RU,
BKB,IN,Rajasthan
BKC,US,
BKD,US,Texas
BKE,US,Oregon
BKF,US,
BKG,US,Missouri
BKH,US,
BKI,MY,Sabah
BKJ,GN,Boke
BKK,TH,Bangkok
BKL,US,Ohio
BKM,MY,
BKN,TM,Balkan
BKO,ML,Bamako
BKP,AU,
BKQ,AU,
BKR,TD,Hadjer-Lamis
BKS,ID,Bengkulu
BKT,US,Virginia
BKU,MG,Atsimo-Andrefana
BKV,CN,Inner Mongolia
BKW,US,West Virginia
BKX,US,South Dakota
BKY,CD,South Kivu
BKZ,TZ,Kagera
BLA,VE,Anzoategui
BLB,PA,Panama
BLC,CM,
BLD,US,Nevada
BLE,SE,Dalarna
BLF,US,West Virginia
BLG,MY,Sarawak
BLH,US,California
BLI,US,Washington
BLJ,DZ,Batna
BLK,GB,England
BLL,DK,South Denmark
BLM,US,New Jersey
BLN,AU,Victoria
BLO,IS,
BLP,PE,Puno
BLQ,IT,Emilia-Romagna
BLR,IN,Karnataka
BLS,AU,
BLT,AU,Queensland
BLU,US,California
BLV,US,Illinois
BLW,US,Hawaii
BLX,IT,Veneto
BLY,IE,Connaught
BLZ,MW,
BMA,SE,Stockholm
BMB,CD,Equateur
BMC,US,Utah
BMD,MG,
BME,AU,
BMF,CF,Mbomou
BMG,US,Indiana
BMH,PG,
BMI,US,Illinois
BMJ,GY,
BMK,DE,Lower Saxony
BML,US,
BMM,GA,
BMN,IQ,Dahuk
BMO,MM,Kachin
BMP,AU,
BMQ,KE,
BMR,DE,Lower Saxony
BMS,BR,Bahia
BMT,US,Texas
BMU,ID,West Nusa Tenggara
BMV,VN,Dac Lak
BMW,DZ,Kidal
BMX,US,
BMY,NC,North Province
BMZ,PG,
BNA,US,Tennessee
BNB,CD,Equateur
BNC,CD,
BND,IR,Hormozgan
BNE,AU,Queensland
BNF,US,
BNG,US,California
BNH,US,
BNI,NG,Edo
BNK,AU,New South Wales
BNL,US,South Carolina
BNM,PG,
BNN,NO,Nordland
BNO,US,Oregon
BNP,PK,Khyber Pakhtunkhwa
BNQ,PH,Mimaropa
BNR,BF,Cascades
BNS,VE,Barinas
BNT,PG,
BNU,BR,Santa Catarina
BNV,PG,
BNW,US,Iowa
BNX,BA,Republika Srpska
BNY,SB,
BNZ,PG,
BOA,CD,
BOB,PF,
BOC,PA,Bocas del Toro
BOD,FR,Aquitaine
BOE,CG,
BOF,US,
BOG,CO,Cundinamarca
BOH,GB,England
BOI,US,Idaho
BOJ,BG,Burgas
BOK,US,Oregon
BOL,GB,Northern Ireland
BOM,IN,Maharashtra
BON,BQ,Bonaire
BOO,NO,Nordland
BOP,CF,Nana-Mambere
BOQ,PG,
BOS,US,Massachusetts
BOT,PG,
BOU,FR,Centre
BOV,PG,
BOW,US,Florida
BOX,AU,
BOY,BF,High-Basins
BOZ,CF,Ouham-Pende
BPA,US,New York
BPB,PG,
BPC,CM,North-West Province
BPD,PG,
BPE,CN,
BPF,SB,
BPG,BR,Mato Grosso
BPH,PH,Caraga
BPI,US,Wyoming
BPK,PG,
BPL,CN,Almaty Oblysy
BPM,IN,Telangana
BPN,ID,East Kalimantan
BPS,BR,Bahia
BPT,US,Texas
BPU,JP,Oita
BPX,CN,Tibet Autonomous Region
BPY,MG,
BQA,PH,Central Luzon
BQB,AU,Western Australia
BQE,GW,Bolama and Bijagos
BQG,RU,Khabarovsk Krai
BQH,GB,England
BQI,NA,Zambezi
BQJ,RU,Sakha
BQK,US,
BQL,AU,
BQN,PR,Aguadilla
BQO,CI,Zanzan
BQQ,BR,Bahia
BQS,RU,Heilongjiang Sheng
BQT,BY,Brest
BQU,VC,
BQV,US,
BQW,AU,
BRA,BR,Bahia
BRB,BR,Amazonas
BRC,AR,Rio Negro
BRD,US,Minnesota
BRE,DE,Bremen
BRF,GB,England
BRG,US,Kentucky
BRH,PG,
BRI,IT,Apulia
BRJ,AU,
BRK,AU,
BRL,US,Iowa
BRM,VE,Lara
BRN,CH,Bern
BRO,US,Texas
BRP,PG,
BRQ,CZ,South Moravian
BRR,GB,
BRS,GB,England
BRT,AU,
BRU,BE,Flanders
BRV,DE,Lower Saxony
BRW,US,
BRX,DO,Barahona
BRY,US,Kentucky
BRZ,CI,
BSA,SO,Bari
BSB,BR,Federal District
BSC,CO,Choco
BSD,CN,Yunnan
BSE,MY,
BSF,US,Hawaii
BSG,GQ,Litoral
BSH,GB,England
BSI,US,Pennsylvania
BSJ,AU,Victoria
BSK,DZ,Biskra
BSL,CH,
BSM,IR,Mazandaran
BSN,CF,Ouham
BSO,PH,Cagayan Valley
BSP,PG,
BSQ,US,Arizona
BSR,IQ,Basra Governorate
BSS,BR,Maranhao
BST,AF,Helmand
BSU,CD,Equateur
BSV,MG,Boeny
BSW,US,
BSX,MM,Ayeyarwady
BSY,SO,Gedo
BSZ,US,
BTA,CM,East
BTB,CG,Lobaye
BTC,LK,
BTD,AU,
BTE,SL,Southern Province
BTF,US,Utah
BTG,CF,Ouham
BTH,ID,
BTI,US,
BTJ,ID,Aceh
BTK,RU,Irkutsk
BTL,US,Michigan
BTM,US,Montana
BTN,US,South Carolina
BTO,SR,
BTP,US,Pennsylvania
BTQ,RW,Southern Province
BTR,US,Louisiana
BTS,SK,
BTT,US,
BTU,MY,Sarawak
BTV,US,Vermont
BTW,ID,South Kalimantan
BTX,AU,
BTY,US,
BTZ,TH,
BUA,PG,
BUB,US,Nebraska
BUC,AU,
BUD,HU,Pest
BUF,US,New York
BUG,AO,Benguela
BUI,ID,
BUJ,DZ,Wilaya de M'Sila
BUK,YE,Omran
BUL,PG,
BUM,US,Missouri
BUN,CO,Valle del Cauca
BUO,SO,Togdheer
BUP,IN,Punjab
BUQ,ZW,Bulawayo
BUR,US,California
BUS,GE,Ajaria
BUT,BT,Bumthang
BUU,ID,Jambi
BUV,UY,Artigas
BUW,ID,
BUX,CD,Eastern Province
BUY,AU,Western Australia
BUZ,IR,
BVA,FR,Picardie
BVB,BR,Roraima
BVC,CV,Boa Vista
BVD,US,
BVE,FR,Limousin
BVF,FJ,
BVG,NO,Finnmark Fylke
BVH,BR,
BVI,AU,
BVJ,RU,Yamalo-Nenetskiy Avtonomnyy Okrug
BVK,BO,
BVL,BO,
BVM,BR,Bahia
BVO,US,Oklahoma
BVP,PG,
BVR,CV,Brava
BVS,BR,Para
BVU,US,
BVV,RU,
BVW,AU,
BVX,US,Arkansas
BVY,US,Massachusetts
BVZ,AU,
BWA,NP,Western Region
BWB,AU,
BWC,US,California
BWD,US,Texas
BWE,DE,
BWF,GB,England
BWG,US,Kentucky
BWH,MY,Penang
BWI,US,Maryland
BWJ,PG,
BWK,HR,Splitsko-Dalmatinska
BWL,US,Oklahoma
BWM,US,North Dakota
BWN,BN,Brunei and Muara
BWO,RU,Saratov
BWP,PG,
BWQ,AU,New South Wales
BWS,US,British Columbia
BWT,AU,Tasmania
BWU,AU,New South Wales
BWW,CU,Sancti Spiritus
BWX,ID,East Java
BXA,US,Louisiana
BXB,ID,
BXD,ID,Papua
BXE,SN,Matam
BXF,AU,
BXG,AU,Victoria
BXH,KZ,Qaraghandy
BXI,CI,Worodougou
BXJ,KZ,Almaty Oblysy
BXK,US,Arizona
BXL,FJ,
BXM,ID,
BXN,TR,Mugla
BXO,CH,Nidwalden
BXP,PL,Lublin Voivodeship
BXR,IR,Kerman
BXS,US,California
BXT,ID,East Kalimantan
BXU,PH,Caraga
BXV,IS,
BXW,ID,East Java
BXX,SO,Awdal
BXY,KZ,Bayqongyr Qalasy
BXZ,PG,
BYA,US,
BYB,OM,Al Fujayrah
BYC,BO,Tarija
BYD,YE,Shabwah
BYF,FR,Picardie
BYG,US,Wyoming
BYH,US,Arkansas
BYI,US,Idaho
BYJ,PT,Beja
BYK,CI,Vallee du Bandama
BYL,LR,
BYM,CU,Granma
BYN,MN,Bayanhongor
BYO,BR,Mato Grosso do Sul
BYP,AU,
BYQ,ID,
BYR,DK,North Denmark
BYS,US,California
BYT,IE,Munster
BYU,DE,Bavaria
BYV,LK,Western
BYW,US,
BYX,AU,
BZA,NI,
BZB,MZ,
BZC,BR,Rio de Janeiro
BZD,AU,
BZE,BZ,Ladyville
BZF,US,California
BZG,PL,Kujawsko-Pomorskie
BZH,ZW,Southern
BZI,TR,
BZK,RU,Brjansk
BZL,BD,Barisal
BZM,MG,
BZN,US,Montana
BZO,IT,Trentino-Alto Adige
BZP,AU,
BZR,FR,Languedoc-Roussillon
BZS,US,
BZT,US,Texas
BZU,CD,Eastern Province
BZV,CG,Brazzaville
BZX,CN,Sichuan
BZY,MD,Balti
BZZ,GB,England
CAA,HN,Olancho
CAB,AO,Cabinda
CAC,BR,Parana
CAD,US,Michigan
CAE,US,
CAF,BR,Amazonas
CAG,IT,Sardinia
CAH,VN,Ca Mau
CAI,EG,
CAJ,VE,
CAK,US,Ohio
CAL,GB,Scotland
CAM,BO,Santa Cruz
CAN,CN,
CAO,US,New Mexico
CAP,HT,Nord
CAQ,CO,Antioquia
CAR,US,Maine
CAS,MA,Grand Casablanca
CAT,PT,
CAU,BR,Pernambuco
CAV,AO,
CAW,BR,Rio de Janeiro
CAX,GB,England
CAY,GF,Guyane
CAZ,AU,New South Wales
CBA,US,
CBB,BO,Cochabamba
CBC,AU,
CBD,IN,
CBE,US,West Virginia
CBF,US,Iowa
CBG,GB,England
CBH,DZ,Bechar
CBI,AU,
CBJ,DO,Pedernales
CBK,US,Kansas
